run_ts,property_id,property_name,is_own,room_type,category,price_pw,offer_text,raw_text,source_url
2026-08-04T08:15:46+00:00,abodus_st_james,St James (Abodus),False,Classic Studio,studio,225.0,,"Available | Classic Studio | Private kitchen and bathroom, floors 1-6, 16.7–17.8m². | Prices from: £225.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T08:15:46+00:00,abodus_st_james,St James (Abodus),False,Premium Studio,studio,250.0,,"Available | Premium Studio | Private kitchen and bathroom, floors 1-6, up to 19m². | Prices from: £250.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T08:15:46+00:00,abodus_st_james,St James (Abodus),False,Superior En-suite,ensuite,262.0,,"Limited Availability | Superior En-suite | Floors 1-8, shared kitchen, private bathroom, 25m², 7 Bed Flats. | Prices from: £262.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T08:15:46+00:00,abodus_st_james,St James (Abodus),False,Deluxe Studio,studio,270.0,,"Available | Deluxe Studio | Private kitchen and bathroom, floors 1-6, 20m². | Prices from: £270.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T08:15:46+00:00,abodus_st_james,St James (Abodus),False,Superior Studio,studio,280.0,,"Available | Superior Studio | Private kitchen and bathroom, floors 1-6, 25m² | Prices from: £280.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Bronze Plus Ensuite,ensuite,175.0,,Limited Availability Bronze Plus Ensuite 1 wks  from  £175 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Ensuite,ensuite,190.0,,Limited Availability Silver Ensuite 1 wks  from  £190 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Bronze Sky View Ensuite,ensuite,190.0,,Limited Availability Bronze Sky View Ensuite 1 wks  from  £190 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Gold Ensuite,ensuite,195.0,,Limited Availability Gold Ensuite 1 wks  from  £195 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Plus Ensuite,ensuite,196.0,,Limited Availability Silver Plus Ensuite 1 wks  from  £196 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Platinum 2 Bed Flat,shared,220.0,,Limited Availability Platinum 2 Bed Flat 1 wks  from  £220 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Studio,studio,240.0,,Limited Availability Silver Studio 1 wks  from  £240 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Studio Plus,studio,270.0,,Limited Availability Silver Studio Plus 1 wks  from  £270 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Gold Studio,studio,285.0,,Limited Availability Gold Studio 1 wks  from  £285 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T08:15:46+00:00,canvas_boyce_house,Boyce House (Canvas),False,BRONZE EN SUITE,ensuite,162.0,,Prices from £162 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T08:15:46+00:00,canvas_boyce_house,Boyce House (Canvas),False,GOLD EN SUITE,ensuite,188.0,,Prices from £188 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T08:15:46+00:00,canvas_boyce_house,Boyce House (Canvas),False,SILVER EN SUITE,ensuite,,SOLD OUT,SOLD OUT,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T08:15:46+00:00,canvas_boyce_house,Boyce House (Canvas),False,PLATINUM EN SUITE,ensuite,,SOLD OUT,SOLD OUT,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T08:15:46+00:00,canvas_boyce_house,Boyce House (Canvas),False,GOLD STUDIO,studio,297.0,,Prices from £297 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T08:15:46+00:00,canvas_boyce_house,Boyce House (Canvas),False,PLATINUM STUDIO,studio,314.0,,Prices from £314 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T08:15:46+00:00,canvas_boyce_house,Boyce House (Canvas),False,SILVER STUDIO,studio,270.0,,Prices from £270 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T12:55:09+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite bronze,ensuite,179.0,,£179,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-04T12:55:09+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite silver,ensuite,199.0,,£199,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-04T12:55:09+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite gold,ensuite,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-04T12:55:09+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio silver,studio,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T12:55:09+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio gold,studio,237.0,,£237,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T12:55:09+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio platinum,studio,275.0,,£275,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T12:55:09+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio,studio,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T12:55:09+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio bronze,studio,211.0,,£211,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T12:55:09+00:00,abodus_st_james,St James (Abodus),False,Classic En-suite,ensuite,175.0,,"Available | Classic En-suite | Floors 1-6, shared kitchen, 13m² space, 7 bed Flats. | Prices from: £175.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T12:55:09+00:00,abodus_st_james,St James (Abodus),False,Premium En-suite,ensuite,195.0,,"Available | Premium En-suite | Upper-floor en-suite, shared kitchen, private bathroom, 13m², 7 Bed Flats. | Prices from: £195.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T12:55:09+00:00,abodus_st_james,St James (Abodus),False,Classic Studio,studio,225.0,,"Available | Classic Studio | Private kitchen and bathroom, floors 1-6, 16.7–17.8m². | Prices from: £225.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T12:55:09+00:00,abodus_st_james,St James (Abodus),False,Premium Studio,studio,250.0,,"Available | Premium Studio | Private kitchen and bathroom, floors 1-6, up to 19m². | Prices from: £250.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T12:55:09+00:00,abodus_st_james,St James (Abodus),False,Superior En-suite,ensuite,262.0,,"Limited Availability | Superior En-suite | Floors 1-8, shared kitchen, private bathroom, 25m², 7 Bed Flats. | Prices from: £262.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T12:55:09+00:00,abodus_st_james,St James (Abodus),False,Deluxe Studio,studio,270.0,,"Available | Deluxe Studio | Private kitchen and bathroom, floors 1-6, 20m². | Prices from: £270.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T12:55:09+00:00,abodus_st_james,St James (Abodus),False,Superior Studio,studio,280.0,,"Available | Superior Studio | Private kitchen and bathroom, floors 1-6, 25m² | Prices from: £280.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Bronze Plus Ensuite,ensuite,175.0,,Limited Availability Bronze Plus Ensuite 1 wks  from  £175 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Ensuite,ensuite,190.0,,Limited Availability Silver Ensuite 1 wks  from  £190 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Bronze Sky View Ensuite,ensuite,190.0,,Limited Availability Bronze Sky View Ensuite 1 wks  from  £190 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Gold Ensuite,ensuite,195.0,,Limited Availability Gold Ensuite 1 wks  from  £195 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Plus Ensuite,ensuite,196.0,,Limited Availability Silver Plus Ensuite 1 wks  from  £196 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Platinum 2 Bed Flat,shared,220.0,,Limited Availability Platinum 2 Bed Flat 1 wks  from  £220 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Studio,studio,240.0,,Limited Availability Silver Studio 1 wks  from  £240 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Studio Plus,studio,270.0,,Limited Availability Silver Studio Plus 1 wks  from  £270 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Gold Studio,studio,285.0,,Limited Availability Gold Studio 1 wks  from  £285 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T12:55:09+00:00,canvas_boyce_house,Boyce House (Canvas),False,BRONZE EN SUITE,ensuite,162.0,,Prices from £162 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T12:55:09+00:00,canvas_boyce_house,Boyce House (Canvas),False,GOLD EN SUITE,ensuite,188.0,,Prices from £188 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T12:55:09+00:00,canvas_boyce_house,Boyce House (Canvas),False,SILVER EN SUITE,ensuite,,SOLD OUT,SOLD OUT,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T12:55:09+00:00,canvas_boyce_house,Boyce House (Canvas),False,PLATINUM EN SUITE,ensuite,,SOLD OUT,SOLD OUT,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T12:55:09+00:00,canvas_boyce_house,Boyce House (Canvas),False,GOLD STUDIO,studio,297.0,,Prices from £297 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T12:55:09+00:00,canvas_boyce_house,Boyce House (Canvas),False,PLATINUM STUDIO,studio,314.0,,Prices from £314 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T12:55:09+00:00,canvas_boyce_house,Boyce House (Canvas),False,SILVER STUDIO,studio,270.0,,Prices from £270 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T15:04:29+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite bronze,ensuite,179.0,,£179,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-04T15:04:29+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite silver,ensuite,199.0,,£199,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-04T15:04:29+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite gold,ensuite,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-04T15:04:29+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio silver,studio,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T15:04:29+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio gold,studio,237.0,,£237,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T15:04:29+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio platinum,studio,275.0,,£275,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T15:04:29+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio,studio,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T15:04:29+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio bronze,studio,211.0,,£211,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-04T15:04:29+00:00,abodus_st_james,St James (Abodus),False,Classic En-suite,ensuite,175.0,,"Available | Classic En-suite | Floors 1-6, shared kitchen, 13m² space, 7 bed Flats. | Prices from: £175.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T15:04:29+00:00,abodus_st_james,St James (Abodus),False,Premium En-suite,ensuite,195.0,,"Available | Premium En-suite | Upper-floor en-suite, shared kitchen, private bathroom, 13m², 7 Bed Flats. | Prices from: £195.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T15:04:29+00:00,abodus_st_james,St James (Abodus),False,Classic Studio,studio,225.0,,"Available | Classic Studio | Private kitchen and bathroom, floors 1-6, 16.7–17.8m². | Prices from: £225.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T15:04:29+00:00,abodus_st_james,St James (Abodus),False,Premium Studio,studio,250.0,,"Available | Premium Studio | Private kitchen and bathroom, floors 1-6, up to 19m². | Prices from: £250.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T15:04:29+00:00,abodus_st_james,St James (Abodus),False,Superior En-suite,ensuite,262.0,,"Limited Availability | Superior En-suite | Floors 1-8, shared kitchen, private bathroom, 25m², 7 Bed Flats. | Prices from: £262.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T15:04:29+00:00,abodus_st_james,St James (Abodus),False,Deluxe Studio,studio,270.0,,"Available | Deluxe Studio | Private kitchen and bathroom, floors 1-6, 20m². | Prices from: £270.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T15:04:29+00:00,abodus_st_james,St James (Abodus),False,Superior Studio,studio,280.0,,"Available | Superior Studio | Private kitchen and bathroom, floors 1-6, 25m² | Prices from: £280.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Bronze Plus Ensuite,ensuite,175.0,,Limited Availability Bronze Plus Ensuite 1 wks  from  £175 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Ensuite,ensuite,190.0,,Limited Availability Silver Ensuite 1 wks  from  £190 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Bronze Sky View Ensuite,ensuite,190.0,,Limited Availability Bronze Sky View Ensuite 1 wks  from  £190 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Gold Ensuite,ensuite,195.0,,Limited Availability Gold Ensuite 1 wks  from  £195 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Plus Ensuite,ensuite,196.0,,Limited Availability Silver Plus Ensuite 1 wks  from  £196 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Platinum 2 Bed Flat,shared,220.0,,Limited Availability Platinum 2 Bed Flat 1 wks  from  £220 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Studio,studio,240.0,,Limited Availability Silver Studio 1 wks  from  £240 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Silver Studio Plus,studio,270.0,,Limited Availability Silver Studio Plus 1 wks  from  £270 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Gold Studio,studio,285.0,,Limited Availability Gold Studio 1 wks  from  £285 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
2026-08-04T15:04:29+00:00,canvas_boyce_house,Boyce House (Canvas),False,BRONZE EN SUITE,ensuite,162.0,,Prices from £162 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T15:04:29+00:00,canvas_boyce_house,Boyce House (Canvas),False,GOLD EN SUITE,ensuite,188.0,,Prices from £188 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T15:04:29+00:00,canvas_boyce_house,Boyce House (Canvas),False,SILVER EN SUITE,ensuite,,SOLD OUT,SOLD OUT,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T15:04:29+00:00,canvas_boyce_house,Boyce House (Canvas),False,PLATINUM EN SUITE,ensuite,,SOLD OUT,SOLD OUT,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T15:04:29+00:00,canvas_boyce_house,Boyce House (Canvas),False,GOLD STUDIO,studio,297.0,,Prices from £297 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T15:04:29+00:00,canvas_boyce_house,Boyce House (Canvas),False,PLATINUM STUDIO,studio,314.0,,Prices from £314 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-04T15:04:29+00:00,canvas_boyce_house,Boyce House (Canvas),False,SILVER STUDIO,studio,270.0,,Prices from £270 per week,https://www.canvas-world.com/en/locations/united-kingdom/glasgow/boyce-house#rooms
2026-08-05T13:02:14+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite bronze,ensuite,179.0,,£179,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-05T13:02:14+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite silver,ensuite,199.0,,£199,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-05T13:02:14+00:00,student_roost_st_mungos_ensuite,St Mungo's (Student Roost - our own) - En-suite,True,En-suite gold,ensuite,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-ensuite-st-mungos
2026-08-05T13:02:14+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio silver,studio,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-05T13:02:14+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio gold,studio,237.0,,£237,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-05T13:02:14+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio platinum,studio,275.0,,£275,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-05T13:02:14+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio,studio,209.0,,£209,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-05T13:02:14+00:00,student_roost_st_mungos_studio,St Mungo's (Student Roost - our own) - Studio,True,Studio bronze,studio,211.0,,£211,https://www.studentroost.co.uk/locations/glasgow/st-mungos?modal=rooms-studio-st-mungos
2026-08-05T13:02:14+00:00,abodus_st_james,St James (Abodus),False,Classic En-suite,ensuite,175.0,,"Available | Classic En-suite | Floors 1-6, shared kitchen, 13m² space, 7 bed Flats. | Prices from: £175.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-05T13:02:14+00:00,abodus_st_james,St James (Abodus),False,Premium En-suite,ensuite,195.0,,"Available | Premium En-suite | Upper-floor en-suite, shared kitchen, private bathroom, 13m², 7 Bed Flats. | Prices from: £195.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-05T13:02:14+00:00,abodus_st_james,St James (Abodus),False,Classic Studio,studio,225.0,,"Available | Classic Studio | Private kitchen and bathroom, floors 1-6, 16.7–17.8m². | Prices from: £225.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-05T13:02:14+00:00,abodus_st_james,St James (Abodus),False,Premium Studio,studio,250.0,,"Available | Premium Studio | Private kitchen and bathroom, floors 1-6, up to 19m². | Prices from: £250.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-05T13:02:14+00:00,abodus_st_james,St James (Abodus),False,Superior En-suite,ensuite,262.0,,"Limited Availability | Superior En-suite | Floors 1-8, shared kitchen, private bathroom, 25m², 7 Bed Flats. | Prices from: £262.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-05T13:02:14+00:00,abodus_st_james,St James (Abodus),False,Deluxe Studio,studio,270.0,,"Available | Deluxe Studio | Private kitchen and bathroom, floors 1-6, 20m². | Prices from: £270.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-05T13:02:14+00:00,abodus_st_james,St James (Abodus),False,Superior Studio,studio,280.0,,"Available | Superior Studio | Private kitchen and bathroom, floors 1-6, 25m² | Prices from: £280.00 P/W | View Room",https://abodusstudents.com/accommodation/st-james-glasgow#the-rooms
2026-08-05T13:02:14+00:00,prestige_foundry_courtyard,Foundry Courtyard (Prestige),False,Bronze Plus Ensuite,ensuite,175.0,,Limited Availability Bronze Plus Ensuite 1 wks  from  £175 pp/pw,https://prestigestudentliving.com/student-accommodation/glasgow/foundry-courtyard
